Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
1,Justin Abdelkader,27,DET,LW,71,23,21,44,3,72,15,8,0,5,15,6,0,154,14.9,1272,17:55
2,Will Acton,27,EDM,C,3,0,0,0,-2,5,0,0,0,0,0,0,0,2,0.0,32,10:43
3,Luke Adam,24,CBJ,C,3,0,0,0,0,4,0,0,0,0,0,0,0,0,,19,6:27
4,Craig Adams,37,PIT,RW,70,1,6,7,-1,44,1,0,0,1,5,0,1,51,2.0,682,9:45
5,Andrew Agozzino,24,COL,LW,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,10,9:45
6,Jason Akeson,24,PHI,RW,13,0,0,0,-1,8,0,0,0,0,0,0,0,9,0.0,105,8:03
7,Bryan Allen,34,TOT,D,11,0,2,2,-2,6,0,0,0,0,2,0,0,6,0.0,173,15:43
8,Conor Allen,25,NYR,D,4,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,49,12:12
9,Mark Alt,23,PHI,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9,9:25
10,Karl Alzner,26,WSH,D,82,5,16,21,14,20,5,0,0,0,16,0,0,72,6.9,1593,19:26
11,Josh Anderson,20,CBJ,RW,6,0,1,1,-1,2,0,0,0,0,1,0,0,10,0.0,81,13:27
12,Joakim Andersson,25,DET,C,68,3,5,8,-4,22,3,0,0,1,5,0,0,74,4.1,791,11:38
13,Andy Andreoff,23,LAK,C,18,2,1,3,1,18,2,0,0,1,1,0,0,14,14.3,154,8:34
14,Sven Andrighetto,21,MTL,RW,12,2,1,3,0,0,2,0,0,0,1,0,0,12,16.7,113,9:25
15,Mike Angelidis,29,TBL,LW,3,0,0,0,0,12,0,0,0,0,0,0,0,0,,22,7:21
16,Artem Anisimov,26,CBJ,C,52,7,20,27,-6,8,7,0,0,2,13,4,3,88,8.0,852,16:23
17,Mark Arcobello,26,TOT,C,77,17,14,31,-10,20,16,1,0,2,10,3,1,129,13.2,1140,14:48
18,Joel Armia,21,BUF,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,14:47
19,Viktor Arvidsson,21,NSH,LW,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,62,10:15
20,Carter Ashton,23,TOR,RW,7,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,44,6:13
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
21,Cam Atkinson,25,CBJ,RW,78,22,18,40,-2,22,14,7,1,7,15,3,0,212,10.4,1325,16:59
22,Jon Audy-Marchessault,24,TBL,C,2,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,24,11:57
23,Keith Aulie,25,EDM,D,31,0,1,1,-3,66,0,0,0,0,1,0,0,25,0.0,443,14:18
24,David Backes,30,STL,C,80,26,32,58,7,104,16,10,0,3,26,6,0,183,14.2,1491,18:38
25,Mikael Backlund,25,CGY,C,52,10,17,27,4,14,8,0,2,2,16,1,0,103,9.7,923,17:45
26,Nicklas Backstrom,27,WSH,C,82,18,60,78,5,40,15,3,0,3,30,30,0,153,11.8,1683,20:32
27,Sven Baertschi,22,TOT,LW,18,2,4,6,-3,10,2,0,0,0,4,0,0,15,13.3,174,9:41
28,Casey Bailey,23,TOR,C,6,1,0,1,1,2,1,0,0,0,0,0,0,9,11.1,54,9:02
29,Josh Bailey,25,NYI,LW,70,15,26,41,3,12,13,2,0,1,24,2,0,140,10.7,1175,16:47
30,Keith Ballard,32,MIN,D,14,0,1,1,-3,26,0,0,0,0,1,0,0,5,0.0,169,12:03
31,Mark Barberio,24,TBL,D,52,1,6,7,-4,16,1,0,0,0,6,0,0,53,1.9,873,16:47
32,Aleksander Barkov,19,FLA,C,71,16,20,36,-4,16,13,3,0,3,16,4,0,123,13.0,1242,17:30
33,Tyson Barrie,23,COL,D,80,12,41,53,5,26,10,2,0,0,27,14,0,139,8.6,1709,21:22
34,Matt Bartkowski,26,BOS,D,47,0,4,4,-6,37,0,0,0,0,4,0,0,67,0.0,796,16:56
35,Victor Bartley,26,NSH,D,37,0,10,10,1,26,0,0,0,0,10,0,0,28,0.0,497,13:26
36,Kyle Baun,22,CHI,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,38,12:32
37,Jay Beagle,29,WSH,RW,62,10,10,20,6,20,10,0,0,2,9,0,1,84,11.9,794,12:49
38,Francois Beauchemin,34,ANA,D,64,11,12,23,17,48,9,2,0,1,10,1,1,110,10.0,1456,22:45
39,Nathan Beaulieu,22,MTL,D,64,1,8,9,6,45,1,0,0,0,6,2,0,62,1.6,1005,15:42
40,Taylor Beck,23,NSH,LW,62,8,8,16,-4,18,6,2,0,3,8,0,0,78,10.3,740,11:56
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
41,Matt Beleskey,26,ANA,LW,65,22,10,32,13,41,18,4,0,8,10,0,0,145,15.2,941,14:29
42,Pierre-Edouard Bellemare,29,PHI,LW,81,6,6,12,-3,18,6,0,0,1,6,0,0,113,5.3,1039,12:50
43,Brett Bellemore,26,CAR,D,49,2,8,10,1,27,2,0,0,1,8,0,0,26,7.7,802,16:23
44,Jamie Benn,25,DAL,LW,82,35,52,87,1,64,23,10,2,6,37,13,2,253,13.8,1636,19:57
45,Jordie Benn,27,DAL,D,73,2,14,16,-5,34,2,0,0,0,11,2,1,70,2.9,1319,18:04
46,Beau Bennett,23,PIT,RW,49,4,8,12,-1,16,4,0,0,1,8,0,0,81,4.9,612,12:29
47,Sam Bennett,18,CGY,C,1,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,16,16:00
48,Andre Benoit,31,BUF,D,59,1,8,9,-19,20,0,0,1,0,7,1,0,45,2.2,1069,18:08
49,Sean Bergenheim,30,TOT,LW,56,9,10,19,-2,40,9,0,0,2,8,2,0,108,8.3,735,13:07
50,Patrice Bergeron,29,BOS,C,81,23,32,55,2,44,18,4,1,4,21,10,1,234,9.8,1469,18:08
51,Patrik Berglund,26,STL,C,77,12,15,27,-2,26,12,0,0,0,14,1,0,145,8.3,1122,14:35
52,Steve Bernier,29,NJD,RW,67,16,16,32,2,28,12,4,0,2,12,4,0,107,15.0,867,12:56
53,Stu Bickel,28,MIN,D,9,0,1,1,1,46,0,0,0,0,1,0,0,3,0.0,49,5:26
54,Bryan Bickell,28,CHI,LW,80,14,14,28,5,38,13,1,0,3,12,2,0,113,12.4,966,12:05
55,Alex Biega,26,VAN,D,7,1,0,1,-2,0,1,0,0,1,0,0,0,7,14.3,111,15:48
56,Danny Biega,23,CAR,D,10,0,2,2,-5,0,0,0,0,0,2,0,0,7,0.0,161,16:09
57,Kevin Bieksa,33,VAN,D,60,4,10,14,0,77,4,0,0,1,8,1,1,99,4.0,1250,20:50
58,Anthony Bitetto,24,NSH,D,7,0,0,0,-1,7,0,0,0,0,0,0,0,2,0.0,82,11:47
59,Nick Bjugstad,22,FLA,C,72,24,19,43,-7,38,17,7,0,3,14,5,0,207,11.6,1194,16:35
60,Jesse Blacker,23,ANA,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,6,6:03
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
61,Jonathon Blum,26,MIN,D,4,0,1,1,-3,2,0,0,0,0,1,0,0,3,0.0,39,9:52
62,Mike Blunden,28,TBL,RW,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,20,9:47
63,Troy Bodie,30,TOR,RW,5,0,0,0,0,5,0,0,0,0,0,0,0,1,0.0,23,4:37
64,Mikkel Boedker,25,ARI,LW,45,14,14,28,-10,6,11,3,0,2,5,9,0,79,17.7,787,17:29
65,Zach Bogosian,24,TOT,D,62,3,17,20,-6,78,3,0,0,0,15,2,0,125,2.4,1469,23:41
66,Alexandre Bolduc,29,ARI,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,32,10:40
67,Jared Boll,28,CBJ,RW,72,1,4,5,-13,109,1,0,0,0,4,0,0,28,3.6,524,7:16
68,Dave Bolland,28,FLA,C,53,6,17,23,4,48,5,0,1,0,12,5,0,76,7.9,867,16:21
69,Brandon Bollig,28,CGY,LW,62,1,4,5,-9,88,1,0,0,0,4,0,0,67,1.5,533,8:36
70,Nick Bonino,26,VAN,C,75,15,24,39,7,22,14,1,0,6,20,4,0,149,10.1,1269,16:55
71,David Booth,30,TOR,LW,59,7,6,13,-8,25,7,0,0,2,5,0,1,107,6.5,705,11:56
72,Patrick Bordeleau,28,COL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6:46
73,Mark Borowiecki,25,OTT,D,63,1,10,11,15,107,1,0,0,0,10,0,0,30,3.3,1002,15:55
74,Robert Bortuzzo,25,TOT,D,51,3,5,8,-9,93,3,0,0,0,5,0,0,56,5.4,771,15:07
75,Reid Boucher,21,NJD,LW,11,1,0,1,-4,0,1,0,0,0,0,0,0,20,5.0,123,11:08
76,Eric Boulton,38,NYI,LW,10,2,0,2,-1,30,2,0,0,0,0,0,0,9,22.2,72,7:12
77,Lance Bouma,24,CGY,C,78,16,18,34,10,54,16,0,0,4,16,1,1,104,15.4,1093,14:01
78,Michael Bournival,22,MTL,LW,29,3,2,5,3,4,3,0,0,1,2,0,0,27,11.1,229,7:53
79,Gabriel Bourque,24,NSH,LW,69,3,10,13,-13,10,3,0,0,0,10,0,0,76,3.9,829,12:01
80,Rene Bourque,33,TOT,RW,51,6,8,14,-15,22,4,2,0,1,7,1,0,85,7.1,644,12:38
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
81,Ryan Bourque,24,NYR,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,11:49
82,Jay Bouwmeester,31,STL,D,72,2,11,13,7,24,2,0,0,0,7,4,0,92,2.2,1632,22:40
83,Drayson Bowman,25,MTL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,6:31
84,Johnny Boychuk,31,NYI,D,72,9,26,35,15,14,4,5,0,1,15,10,1,192,4.7,1561,21:41
85,Zach Boychuk,25,CAR,LW,31,3,3,6,0,4,3,0,0,0,3,0,0,35,8.6,329,10:38
86,Brad Boyes,32,FLA,RW,78,14,24,38,11,20,9,5,0,4,20,4,0,151,9.3,1221,15:39
87,Brian Boyle,30,TBL,C,82,15,9,24,3,54,12,0,3,5,9,0,0,140,10.7,1065,12:00
88,Dan Boyle,38,NYR,D,65,9,11,20,18,20,6,3,0,3,6,5,0,116,7.8,1316,20:15
89,Tyler Bozak,28,TOR,C,82,23,26,49,-34,44,9,12,2,3,20,6,0,154,14.9,1570,19:09
90,Derick Brassard,27,NYR,C,80,19,41,60,9,34,13,6,0,3,29,12,0,168,11.3,1392,17:24
91,Justin Braun,27,SJS,D,70,1,22,23,8,48,1,0,0,0,20,2,0,94,1.1,1472,21:02
92,T.J. Brennan,25,TOR,D,6,0,1,1,-7,9,0,0,0,0,0,1,0,11,0.0,101,16:49
93,Eric Brewer,35,TOT,D,44,3,8,11,-5,36,3,0,0,1,7,0,1,33,9.1,822,18:41
94,Daniel Briere,37,COL,C,57,8,4,12,-7,18,8,0,0,3,4,0,0,69,11.6,691,12:07
95,T.J. Brodie,24,CGY,D,81,11,30,41,15,30,7,3,1,3,22,6,2,133,8.3,2042,25:12
96,Jonas Brodin,21,MIN,D,71,3,14,17,21,8,3,0,0,1,11,2,1,95,3.2,1716,24:10
97,Kyle Brodziak,30,MIN,C,73,9,11,20,-6,47,8,0,1,0,11,0,0,86,10.5,952,13:03
98,Julien Brouillette,28,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,9:33
99,Troy Brouwer,29,WSH,RW,82,21,22,43,11,53,11,8,2,3,16,6,0,145,14.5,1437,17:31
100,Chris Brown,23,WSH,C,5,1,0,1,1,2,1,0,0,0,0,0,0,4,25.0,32,6:28
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
101,Dustin Brown,30,LAK,RW,82,11,16,27,-17,26,10,1,0,3,11,5,0,189,5.8,1354,16:31
102,J.T. Brown,24,TBL,RW,52,3,6,9,-2,30,3,0,0,0,6,0,0,74,4.1,552,10:36
103,Mike Brown,29,SJS,RW,12,0,0,0,0,22,0,0,0,0,0,0,0,11,0.0,98,8:12
104,Patrick Brown,22,CAR,C,7,0,0,0,-4,4,0,0,0,0,0,0,0,4,0.0,62,8:53
105,Damien Brunner,28,NJD,C,17,2,5,7,-1,8,2,0,0,0,1,4,0,29,6.9,258,15:09
106,Andre Burakovsky,19,WSH,LW,53,9,13,22,12,10,7,2,0,2,12,1,0,65,13.8,685,12:55
107,Adam Burish,32,SJS,RW,20,1,2,3,-6,33,1,0,0,0,2,0,0,22,4.5,223,11:09
108,Brent Burns,29,SJS,D,82,17,43,60,-9,65,10,7,0,2,26,17,0,245,6.9,1964,23:57
109,Alexandre Burrows,33,VAN,RW,70,18,15,33,0,68,13,4,1,3,11,4,0,145,12.4,1083,15:29
110,Chris Butler,28,STL,D,33,3,6,9,8,23,2,0,1,0,6,0,0,54,5.6,567,17:11
111,Dustin Byfuglien,29,WPG,D,69,18,27,45,5,124,13,5,0,3,14,12,1,209,8.6,1565,22:41
112,Paul Byron,25,CGY,C,57,6,13,19,-2,8,5,1,0,0,11,0,2,62,9.7,825,14:28
113,Ryan Callahan,29,TBL,RW,77,24,30,54,9,41,14,10,0,4,24,6,0,191,12.6,1366,17:44
114,Matt Calvert,25,CBJ,LW,56,13,10,23,1,28,13,0,0,3,9,0,1,93,14.0,896,15:00
115,Mike Cammalleri,32,NJD,LW,68,27,15,42,2,28,16,9,2,8,13,2,0,156,17.3,1247,18:20
116,Andrew Campbell,26,ARI,D,33,0,1,1,-13,10,0,0,0,0,1,0,0,28,0.0,579,17:32
117,Brian Campbell,35,FLA,D,82,3,24,27,4,22,2,1,0,0,13,11,0,118,2.5,1903,23:13
118,Gregory Campbell,31,BOS,C,70,6,6,12,1,45,5,0,1,2,6,0,0,64,9.4,849,12:08
119,Daniel Carcillo,30,CHI,LW,39,4,4,8,3,54,4,0,0,0,4,0,0,42,9.5,319,8:11
120,Paul Carey,26,COL,C,10,0,1,1,2,0,0,0,0,0,1,0,0,5,0.0,79,7:53
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
121,Matt Carle,30,TBL,D,59,4,14,18,12,26,3,1,0,0,14,0,0,73,5.5,1209,20:29
122,John Carlson,25,WSH,D,82,12,43,55,11,28,8,3,1,3,30,13,0,193,6.2,1892,23:04
123,Jordan Caron,24,TOT,RW,30,0,0,0,-2,18,0,0,0,0,0,0,0,12,0.0,241,8:02
124,Sam Carrick,22,TOR,C,16,1,1,2,1,9,1,0,0,0,1,0,0,17,5.9,104,6:29
125,Jeff Carter,30,LAK,C,82,28,34,62,7,28,17,10,1,5,28,5,1,218,12.8,1474,17:58
126,Ryan Carter,31,MIN,C,53,3,10,13,3,55,2,0,1,0,10,0,0,47,6.4,535,10:05
127,Cody Ceci,21,OTT,D,81,5,16,21,-4,6,4,1,0,0,13,3,0,130,3.8,1562,19:17
128,Michael Chaput,22,CBJ,C,33,1,4,5,-8,21,1,0,0,0,4,0,0,23,4.3,337,10:12
129,Zdeno Chara,37,BOS,D,63,8,12,20,0,42,4,4,0,0,8,1,3,138,5.8,1471,23:21
130,Ben Chiarot,23,WPG,D,40,2,6,8,5,22,2,0,0,0,6,0,0,37,5.4,681,17:01
131,Alex Chiasson,24,OTT,RW,76,11,15,26,-5,67,8,3,0,1,11,3,1,105,10.5,1017,13:23
132,Jason Chimera,35,WSH,LW,77,7,12,19,-1,51,7,0,0,2,12,0,0,96,7.3,996,12:56
133,Kyle Chipchura,28,ARI,C,70,4,10,14,-23,82,3,1,0,0,10,0,0,81,4.9,938,13:24
134,Taylor Chorney,27,PIT,D,7,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,85,12:10
135,Casey Cizikas,23,NYI,C,70,9,9,18,-2,24,7,0,2,2,8,1,0,90,10.0,876,12:31
136,Mat Clark,24,ANA,D,7,0,1,1,2,6,0,0,0,0,1,0,0,2,0.0,89,12:46
137,David Clarkson,30,TOT,RW,61,10,5,15,-12,106,9,1,0,1,5,0,0,95,10.5,842,13:48
138,Dan Cleary,36,DET,RW,17,1,1,2,-4,6,1,0,0,0,1,0,0,17,5.9,155,9:08
139,Adam Clendening,22,TOT,D,21,1,3,4,2,10,0,1,0,0,1,2,0,17,5.9,349,16:38
140,Marc-Andre Cliche,27,COL,C,74,2,5,7,-2,17,2,0,0,0,5,0,0,68,2.9,785,10:36
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Kyle Clifford,24,LAK,LW,80,6,9,15,5,87,6,0,0,1,9,0,0,117,5.1,859,10:44
142,Grant Clitsome,29,WPG,D,24,0,4,4,4,8,0,0,0,0,4,0,0,22,0.0,393,16:22
143,Ryane Clowe,32,NJD,LW,13,1,3,4,-1,4,1,0,0,0,3,0,0,15,6.7,204,15:40
144,Rich Clune,27,NSH,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5:30
145,Cal Clutterbuck,27,NYI,RW,76,7,9,16,1,60,5,0,2,4,7,1,1,124,5.6,967,12:44
146,Braydon Coburn,29,TOT,D,43,1,10,11,2,25,1,0,0,0,10,0,0,46,2.2,857,19:56
147,Andrew Cogliano,27,ANA,C,82,15,14,29,5,14,12,0,3,2,14,0,0,134,11.2,1197,14:36
148,Carlo Colaiacovo,32,PHI,D,33,2,6,8,0,10,2,0,0,0,4,2,0,42,4.8,544,16:29
149,Joe Colborne,25,CGY,C,64,8,20,28,7,43,6,1,1,1,16,4,0,67,11.9,987,15:25
150,Erik Cole,36,TOT,LW,68,21,18,39,2,14,17,3,1,0,12,6,0,122,17.2,989,14:33
151,Ian Cole,25,TOT,D,74,5,12,17,14,51,5,0,0,0,11,1,0,83,6.0,1183,15:59
152,Sean Collins,26,CBJ,C,8,0,2,2,0,2,0,0,0,0,2,0,0,4,0.0,83,10:20
153,Blake Comeau,28,PIT,LW,61,16,15,31,6,65,16,0,0,5,14,1,0,147,10.9,932,15:17
154,Cory Conacher,25,NYI,C,15,1,2,3,-3,14,1,0,0,0,2,0,0,23,4.3,202,13:29
155,Erik Condra,28,OTT,RW,68,9,14,23,13,30,8,0,1,1,13,0,1,106,8.5,983,14:27
156,Kevin Connauton,24,TOT,D,62,9,12,21,5,35,9,0,0,4,9,3,0,96,9.4,1005,16:13
157,Chris Conner,31,WSH,RW,2,0,0,0,1,4,0,0,0,0,0,0,0,3,0.0,18,8:49
158,Brett Connolly,22,TOT,RW,55,12,5,17,3,48,10,2,0,2,4,1,0,83,14.5,668,12:09
159,Matt Cooke,36,MIN,LW,29,4,6,10,0,13,4,0,0,0,6,0,0,24,16.7,365,12:36
160,Andrew Copp,20,WPG,C,1,0,1,1,2,0,0,0,0,0,1,0,0,4,0.0,13,13:16
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Patrice Cormier,24,WPG,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4:54
162,Frank Corrado,21,VAN,D,10,1,0,1,-7,0,1,0,0,0,0,0,0,8,12.5,157,15:40
163,Nick Cousins,21,PHI,C,11,0,0,0,1,2,0,0,0,0,0,0,0,6,0.0,97,8:49
164,Logan Couture,25,SJS,C,82,27,40,67,-6,12,19,6,2,4,22,18,0,263,10.3,1564,19:04
165,Sean Couturier,22,PHI,C,82,15,22,37,4,28,13,1,1,0,16,5,1,148,10.1,1508,18:23
166,Jared Cowen,24,OTT,D,54,3,6,9,-11,45,3,0,0,1,6,0,0,47,6.4,980,18:09
167,Charlie Coyle,22,MIN,C,82,11,24,35,13,39,10,1,0,4,22,2,0,120,9.2,1193,14:33
168,Adam Cracknell,29,CBJ,RW,17,0,1,1,-8,2,0,0,0,0,1,0,0,17,0.0,169,9:57
169,Ryan Craig,33,CBJ,C,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,7:17
170,B.J. Crombeen,29,ARI,RW,58,3,3,6,-6,79,3,0,0,0,3,0,0,43,7.0,469,8:06
171,Sidney Crosby,27,PIT,C,77,28,56,84,5,47,18,10,0,3,35,21,0,237,11.8,1538,19:58
172,Matt Cullen,38,NSH,C,62,7,18,25,8,16,7,0,0,1,14,4,0,90,7.8,807,13:01
173,Kyle Cumiskey,28,CHI,D,7,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,93,13:18
174,Craig Cunningham,24,TOT,RW,51,3,4,7,-7,4,2,0,1,0,4,0,0,54,5.6,534,10:28
175,Jerry D'Amigo,23,BUF,RW,9,0,0,0,-4,2,0,0,0,0,0,0,0,7,0.0,88,9:44
176,Klas Dahlbeck,23,TOT,D,23,1,3,4,-8,8,1,0,0,0,3,0,0,20,5.0,406,17:40
177,Trevor Daley,31,DAL,D,68,16,22,38,-13,34,8,6,2,2,16,6,0,113,14.2,1556,22:53
178,Zac Dalpe,25,BUF,C,21,1,2,3,-11,4,1,0,0,0,2,0,0,29,3.4,195,9:17
179,Phillip Danault,21,CHI,C,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,9:30
180,Marko Dano,20,CBJ,C,35,8,13,21,12,14,8,0,0,1,13,0,0,84,9.5,464,13:15
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Pavel Datsyuk,36,DET,C,63,26,39,65,12,8,18,8,0,5,23,16,0,165,15.8,1200,19:03
182,Brandon Davidson,23,EDM,D,12,1,0,1,-5,0,1,0,0,0,0,0,0,7,14.3,182,15:08
183,Calvin de Haan,23,NYI,D,65,1,11,12,3,24,0,0,1,0,10,1,0,92,1.1,1236,19:01
184,Jacob de La Rose,19,MTL,LW,33,4,2,6,-5,12,3,0,1,0,2,0,0,38,10.5,455,13:48
185,Brandon DeFazio,26,VAN,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,5:57
186,Danny DeKeyser,24,DET,D,80,2,29,31,11,42,2,0,0,1,23,6,0,89,2.2,1674,20:56
187,Michael Del Zotto,24,PHI,D,64,10,22,32,-5,34,8,1,1,4,15,7,0,119,8.4,1403,21:55
188,Jason Demers,26,TOT,D,81,5,20,25,-3,71,3,2,0,2,17,3,0,99,5.1,1549,19:08
189,David Desharnais,28,MTL,C,82,14,34,48,22,24,12,2,0,4,25,9,0,90,15.6,1414,17:15
190,Andrew Desjardins,28,TOT,C,69,5,5,10,-1,57,5,0,0,1,5,0,0,59,8.5,741,10:44
191,Nicolas Deslauriers,23,BUF,LW,82,5,10,15,-24,71,5,0,0,1,9,0,1,76,6.6,973,11:52
192,Simon Despres,23,TOT,D,75,3,20,23,11,86,3,0,0,1,19,1,0,103,2.9,1265,16:52
193,Raphael Diaz,29,CGY,D,56,2,2,4,-3,10,1,1,0,1,2,0,0,52,3.8,673,12:01
194,Brenden Dillon,24,TOT,D,80,2,8,10,-13,77,1,0,1,1,7,0,1,91,2.2,1566,19:34
195,Shane Doan,38,ARI,RW,79,14,22,36,-29,65,9,5,0,0,17,5,0,189,7.4,1492,18:53
196,Matt Donovan,24,NYI,D,12,0,3,3,4,0,0,0,0,0,3,0,0,12,0.0,211,17:34
197,Derek Dorsett,28,VAN,RW,79,7,18,25,4,175,5,0,2,3,18,0,0,89,7.9,952,12:03
198,Drew Doughty,25,LAK,D,82,7,39,46,3,56,6,1,0,2,22,16,1,219,3.2,2378,28:00
199,Steve Downie,27,PIT,RW,72,14,14,28,2,238,11,3,0,2,12,2,0,104,13.5,895,12:26
200,Leon Draisaitl,19,EDM,C,37,2,7,9,-17,4,1,1,0,1,6,1,0,49,4.1,470,12:42
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Jonathan Drouin,19,TBL,LW,70,4,28,32,3,34,1,3,0,0,25,3,0,76,5.3,927,13:14
202,Brandon Dubinsky,28,CBJ,C,47,13,23,36,11,43,12,0,1,1,16,7,0,100,13.0,849,18:04
203,Matt Duchene,24,COL,C,82,21,34,55,3,16,19,2,0,4,29,5,0,207,10.1,1523,18:34
204,Anthony Duclair,19,NYR,LW,18,1,6,7,4,4,1,0,0,0,5,1,0,18,5.6,219,12:09
205,Mathew Dumba,20,MIN,D,58,8,8,16,13,23,6,2,0,2,4,4,0,86,9.3,871,15:01
206,Gabriel Dumont,24,MTL,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,27,9:07
207,Brian Dumoulin,23,PIT,D,8,1,0,1,0,2,1,0,0,0,0,0,0,4,25.0,125,15:40
208,Pascal Dupuis,35,PIT,RW,16,6,5,11,2,4,4,2,0,1,3,1,1,44,13.6,266,16:39
209,Patrick Dwyer,31,CAR,RW,71,5,7,12,-12,10,5,0,0,0,6,0,1,77,6.5,907,12:46
210,Cody Eakin,23,DAL,C,78,19,21,40,-1,26,15,2,2,6,18,2,1,142,13.4,1341,17:12
211,Patrick Eaves,30,DAL,RW,47,14,13,27,12,8,8,6,0,2,10,3,0,91,15.4,645,13:43
212,Andrew Ebbett,32,PIT,C,24,1,5,6,1,2,1,0,0,0,5,0,0,21,4.8,216,9:00
213,Jordan Eberle,24,EDM,RW,81,24,39,63,-16,24,18,6,0,2,24,15,0,183,13.1,1542,19:03
214,Alexander Edler,28,VAN,D,74,8,23,31,13,54,3,5,0,2,14,9,0,175,4.6,1774,23:59
215,Christian Ehrhoff,32,PIT,D,49,3,11,14,8,26,3,0,0,3,9,2,0,110,2.7,1066,21:46
216,Aaron Ekblad,18,FLA,D,81,12,27,39,12,32,6,6,0,4,20,7,0,170,7.1,1767,21:49
217,Mattias Ekholm,24,NSH,D,80,7,11,18,12,52,6,1,0,1,10,1,0,86,8.1,1521,19:01
218,Oliver Ekman-Larsson,23,ARI,D,82,23,20,43,-18,40,12,10,1,7,10,10,0,264,8.7,2067,25:13
219,Patrik Elias,38,NJD,C,69,13,21,34,-20,12,8,5,0,1,15,4,2,114,11.4,1217,17:39
220,Lars Eller,25,MTL,C,77,15,12,27,-6,42,14,1,0,7,9,1,2,150,10.0,1193,15:30
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Keaton Ellerby,26,WPG,D,1,0,1,1,-1,0,0,0,0,0,1,0,0,0,,17,16:58
222,Stefan Elliott,24,COL,D,5,0,0,0,-2,2,0,0,0,0,0,0,0,10,0.0,70,13:56
